2018/9/10,10.01561417
2018/9/11,10.02856346
2018/9/12,10.02590912
2018/9/13,10.03545048
2018/9/14,10.04735713
2018/9/18,10.06136865
2018/9/19,10.07207014
2018/9/20,10.07217195
2018/9/21,10.08037477
2018/9/25,10.08331683
2018/9/26,10.087216
2018/9/27,10.07730389
2018/9/28,10.09079827
2018/10/1,10.09599703
2018/10/2,10.09702181
